timestamp,refinery_area,sensor_id,sensor_type,sensor_reading,sensor_units,operational_status
02/03/2022 01:00:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,102,Degrees Fahrenheit,Normal
02/03/2022 01:00:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,1600,Barrels/Hour,Normal
02/03/2022 01:00:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,690,Degrees Fahrenheit,Normal
02/03/2022 01:00:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,6800,Pounds/Hour,Normal
02/03/2022 01:00:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,425,Cubic meters/Hour,Normal
02/03/2022 01:00:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,700,RPM,Normal
02/03/2022 01:00:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,95,Degrees Fahrenheit,Normal
02/03/2022 01:00:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,114,Degrees Fahrenheit,Normal
02/03/2022 01:00:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,360,Degrees Fahrenheit,Normal
02/03/2022 01:00:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,8,MMBTU/Hour,Normal
02/03/2022 01:00:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,70,Cubic Meters/Hour,Normal
02/03/2022 01:00:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,17,MMBTU/Hour,Normal
02/03/2022 01:00:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,30,Percent,Normal
02/03/2022 01:15:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,6500,Barrels/Hour,Normal
02/03/2022 01:15:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,99,Degrees Fahrenheit,Normal
02/03/2022 01:15:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,1500,Barrels/Hour,Normal
02/03/2022 01:15:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,688,Degrees Fahrenheit,Normal
02/03/2022 01:15:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,6300,Pounds/Hour,Normal
02/03/2022 01:15:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,400,Cubic meters/Hour,Normal
02/03/2022 01:15:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,680,RPM,Normal
02/03/2022 01:15:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,92,Degrees Fahrenheit,Normal
02/03/2022 01:15:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,111,Degrees Fahrenheit,Normal
02/03/2022 01:15:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,355,Degrees Fahrenheit,Normal
02/03/2022 01:15:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,6,MMBTU/Hour,Normal
02/03/2022 01:15:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,65,Cubic Meters/Hour,Normal
02/03/2022 01:15:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,15,MMBTU/Hour,Normal
02/03/2022 01:15:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,25,Percent,Normal
02/03/2022 01:30:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,6000,Barrels/Hour,Normal
02/03/2022 01:30:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,96,Degrees Fahrenheit,Normal
02/03/2022 01:30:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,1400,Barrels/Hour,Normal
02/03/2022 01:30:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,686,Degrees Fahrenheit,Normal
02/03/2022 01:30:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,5800,Pounds/Hour,Normal
02/03/2022 01:30:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,375,Cubic meters/Hour,Normal
02/03/2022 01:30:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,660,RPM,Normal
02/03/2022 01:30:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,89,Degrees Fahrenheit,Normal
02/03/2022 01:30:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,108,Degrees Fahrenheit,Normal
02/03/2022 01:30:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,350,Degrees Fahrenheit,Normal
02/03/2022 01:30:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,4,MMBTU/Hour,Normal
02/03/2022 01:30:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,60,Cubic Meters/Hour,Normal
02/03/2022 01:30:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,13,MMBTU/Hour,Normal
02/03/2022 01:30:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,20,Percent,Normal
02/03/2022 01:45:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,5500,Barrels/Hour,Normal
02/03/2022 01:45:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,93,Degrees Fahrenheit,Normal
02/03/2022 01:45:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,1300,Barrels/Hour,Normal
02/03/2022 01:45:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,684,Degrees Fahrenheit,Normal
02/03/2022 01:45:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,5300,Pounds/Hour,Normal
02/03/2022 01:45:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,350,Cubic meters/Hour,Normal
02/03/2022 01:45:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,640,RPM,Normal
02/03/2022 01:45:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,86,Degrees Fahrenheit,Normal
02/03/2022 01:45:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,105,Degrees Fahrenheit,Normal
02/03/2022 01:45:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,345,Degrees Fahrenheit,Normal
02/03/2022 01:45:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,2,MMBTU/Hour,Normal
02/03/2022 01:45:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,55,Cubic Meters/Hour,Normal
02/03/2022 01:45:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,11,MMBTU/Hour,Normal
02/03/2022 01:45:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,15,Percent,Normal
02/03/2022 02:00:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,5000,Barrels/Hour,Normal
02/03/2022 02:00:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,90,Degrees Fahrenheit,Normal
02/03/2022 02:00:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,1200,Barrels/Hour,Normal
02/03/2022 02:00:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,682,Degrees Fahrenheit,Normal
02/03/2022 02:00:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,4800,Pounds/Hour,Normal
02/03/2022 02:00:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,325,Cubic meters/Hour,Normal
02/03/2022 02:00:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,620,RPM,Normal
02/03/2022 02:00:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,83,Degrees Fahrenheit,Normal
02/03/2022 02:00:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,102,Degrees Fahrenheit,Normal
02/03/2022 02:00:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,340,Degrees Fahrenheit,Normal
02/03/2022 02:00:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,0,MMBTU/Hour,Normal
02/03/2022 02:00:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,50,Cubic Meters/Hour,Normal
02/03/2022 02:00:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,9,MMBTU/Hour,Normal
02/03/2022 02:00:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,10,Percent,Normal
02/03/2022 02:15:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,4500,Barrels/Hour,Normal
02/03/2022 02:15:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,87,Degrees Fahrenheit,Normal
02/03/2022 02:15:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,1100,Barrels/Hour,Normal
02/03/2022 02:15:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,680,Degrees Fahrenheit,Normal
02/03/2022 02:15:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,4300,Pounds/Hour,Normal
02/03/2022 02:15:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,300,Cubic meters/Hour,Normal
02/03/2022 02:15:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,600,RPM,Normal
02/03/2022 02:15:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,80,Degrees Fahrenheit,Normal
02/03/2022 02:15:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,99,Degrees Fahrenheit,Normal
02/03/2022 02:15:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,335,Degrees Fahrenheit,Normal
02/03/2022 02:15:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,0,MMBTU/Hour,Normal
02/03/2022 02:15:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,45,Cubic Meters/Hour,Normal
02/03/2022 02:15:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,7,MMBTU/Hour,Normal
02/03/2022 02:15:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,5,Percent,Normal
02/03/2022 02:30:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,4300,Barrels/Hour,Normal
02/03/2022 02:30:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,83,Degrees Fahrenheit,Normal
02/03/2022 02:30:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,1050,Barrels/Hour,Normal
02/03/2022 02:30:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,676,Degrees Fahrenheit,Normal
02/03/2022 02:30:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,4100,Pounds/Hour,Normal
02/03/2022 02:30:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,290,Cubic meters/Hour,Normal
02/03/2022 02:30:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,580,RPM,Normal
02/03/2022 02:30:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,78,Degrees Fahrenheit,Normal
02/03/2022 02:30:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,96,Degrees Fahrenheit,Normal
02/03/2022 02:30:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,330,Degrees Fahrenheit,Normal
02/03/2022 02:30:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,0,MMBTU/Hour,Normal
02/03/2022 02:30:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,40,Cubic Meters/Hour,Normal
02/03/2022 02:30:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,6,MMBTU/Hour,Normal
02/03/2022 02:30:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,3,Percent,Normal
02/03/2022 02:45:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,4100,Barrels/Hour,Normal
02/03/2022 02:45:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,80,Degrees Fahrenheit,Normal
02/03/2022 02:45:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,1000,Barrels/Hour,Normal
02/03/2022 02:45:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,674,Degrees Fahrenheit,Normal
02/03/2022 02:45:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,3900,Pounds/Hour,Normal
02/03/2022 02:45:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,280,Cubic meters/Hour,Normal
02/03/2022 02:45:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,560,RPM,Normal
02/03/2022 02:45:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,75,Degrees Fahrenheit,Normal
02/03/2022 02:45:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,93,Degrees Fahrenheit,Normal
02/03/2022 02:45:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,325,Degrees Fahrenheit,Normal
02/03/2022 02:45:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,0,MMBTU/Hour,Normal
02/03/2022 02:45:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,35,Cubic Meters/Hour,Normal
02/03/2022 02:45:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,5,MMBTU/Hour,Normal
02/03/2022 02:45:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,2,Percent,Normal
02/03/2022 03:00:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,3900,Barrels/Hour,Normal
02/03/2022 03:00:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,78,Degrees Fahrenheit,Normal
02/03/2022 03:00:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,950,Barrels/Hour,Normal
02/03/2022 03:00:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,670,Degrees Fahrenheit,Normal
02/03/2022 03:00:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,3700,Pounds/Hour,Normal
02/03/2022 03:00:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,270,Cubic meters/Hour,Normal
02/03/2022 03:00:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,540,RPM,Normal
02/03/2022 03:00:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,73,Degrees Fahrenheit,Normal
02/03/2022 03:00:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,90,Degrees Fahrenheit,Normal
02/03/2022 03:00:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,320,Degrees Fahrenheit,Normal
02/03/2022 03:00:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,0,MMBTU/Hour,Normal
02/03/2022 03:00:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,30,Cubic Meters/Hour,Low
02/03/2022 03:00:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,4,MMBTU/Hour,Normal
02/03/2022 03:00:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,1,Percent,Normal
02/03/2022 03:15:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,3700,Barrels/Hour,Normal
02/03/2022 03:15:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,75,Degrees Fahrenheit,Normal
02/03/2022 03:15:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,900,Barrels/Hour,Low
02/03/2022 03:15:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,668,Degrees Fahrenheit,Normal
02/03/2022 03:15:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,3500,Pounds/Hour,Normal
02/03/2022 03:15:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,260,Cubic meters/Hour,Low
02/03/2022 03:15:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,520,RPM,Low
02/03/2022 03:15:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,70,Degrees Fahrenheit,Low
02/03/2022 03:15:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,87,Degrees Fahrenheit,Low
02/03/2022 03:15:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,315,Degrees Fahrenheit,Normal
02/03/2022 03:15:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,0,MMBTU/Hour,Normal
02/03/2022 03:15:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,25,Cubic Meters/Hour,Low
02/03/2022 03:15:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,3,MMBTU/Hour,Low
02/03/2022 03:15:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,0.5,Percent,Low
02/03/2022 03:30:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,3500,Barrels/Hour,Normal
02/03/2022 03:30:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,73,Degrees Fahrenheit,Low
02/03/2022 03:30:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,850,Barrels/Hour,Low
02/03/2022 03:30:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,666,Degrees Fahrenheit,Low
02/03/2022 03:30:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,3300,Pounds/Hour,Low
02/03/2022 03:30:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,250,Cubic meters/Hour,Low
02/03/2022 03:30:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,500,RPM,Low
02/03/2022 03:30:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,67,Degrees Fahrenheit,Low
02/03/2022 03:30:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,84,Degrees Fahrenheit,Low
02/03/2022 03:30:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,310,Degrees Fahrenheit,Low
02/03/2022 03:30:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,0,MMBTU/Hour,Normal
02/03/2022 03:30:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,20,Cubic Meters/Hour,Low
02/03/2022 03:30:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,2,MMBTU/Hour,Low
02/03/2022 03:30:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,0.3,Percent,Low
02/03/2022 03:45:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,3300,Barrels/Hour,Low
02/03/2022 03:45:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,71,Degrees Fahrenheit,Low
02/03/2022 03:45:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,800,Barrels/Hour,Low
02/03/2022 03:45:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,664,Degrees Fahrenheit,Low
02/03/2022 03:45:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,3100,Pounds/Hour,Low
02/03/2022 03:45:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,240,Cubic meters/Hour,Low
02/03/2022 03:45:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,480,RPM,Low
02/03/2022 03:45:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,64,Degrees Fahrenheit,Low
02/03/2022 03:45:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,81,Degrees Fahrenheit,Low
02/03/2022 03:45:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,305,Degrees Fahrenheit,Low
02/03/2022 03:45:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,0,MMBTU/Hour,Normal
02/03/2022 03:45:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,15,Cubic Meters/Hour,Low
02/03/2022 03:45:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,1,MMBTU/Hour,Low
02/03/2022 03:45:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,0.2,Percent,Low
02/03/2022 04:00:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,3100,Barrels/Hour,Low
02/03/2022 04:00:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,69,Degrees Fahrenheit,Low
02/03/2022 04:00:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,750,Barrels/Hour,Low
02/03/2022 04:00:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,662,Degrees Fahrenheit,Low
02/03/2022 04:00:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,2900,Pounds/Hour,Low
02/03/2022 04:00:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,230,Cubic meters/Hour,Low
02/03/2022 04:00:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,460,RPM,Low
02/03/2022 04:00:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,61,Degrees Fahrenheit,Low
02/03/2022 04:00:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,78,Degrees Fahrenheit,Low
02/03/2022 04:00:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,300,Degrees Fahrenheit,Low
02/03/2022 04:00:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,0,MMBTU/Hour,Normal
02/03/2022 04:00:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,10,Cubic Meters/Hour,Low
02/03/2022 04:00:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,0,MMBTU/Hour,Low
02/03/2022 04:00:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,0.1,Percent,Low
02/03/2022 04:15:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,2900,Barrels/Hour,Low
02/03/2022 04:15:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,67,Degrees Fahrenheit,Low
02/03/2022 04:15:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,700,Barrels/Hour,Low
02/03/2022 04:15:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,660,Degrees Fahrenheit,Low
02/03/2022 04:15:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,2700,Pounds/Hour,Low
02/03/2022 04:15:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,220,Cubic meters/Hour,Low
02/03/2022 04:15:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,440,RPM,Low
02/03/2022 04:15:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,58,Degrees Fahrenheit,Low
02/03/2022 04:15:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,75,Degrees Fahrenheit,Low
02/03/2022 04:15:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,295,Degrees Fahrenheit,Low
02/03/2022 04:15:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,0,MMBTU/Hour,Normal
02/03/2022 04:15:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,5,Cubic Meters/Hour,Low
02/03/2022 04:15:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,0,MMBTU/Hour,Low
02/03/2022 04:15:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,0.05,Percent,Low
02/03/2022 04:30:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,2700,Barrels/Hour,Low
02/03/2022 04:30:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,65,Degrees Fahrenheit,Low
02/03/2022 04:30:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,650,Barrels/Hour,Low
02/03/2022 04:30:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,658,Degrees Fahrenheit,Low
02/03/2022 04:30:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,2500,Pounds/Hour,Low
02/03/2022 04:30:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,210,Cubic meters/Hour,Low
02/03/2022 04:30:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,420,RPM,Low
02/03/2022 04:30:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,55,Degrees Fahrenheit,Low
02/03/2022 04:30:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,72,Degrees Fahrenheit,Low
02/03/2022 04:30:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,290,Degrees Fahrenheit,Low
02/03/2022 04:30:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,0,MMBTU/Hour,Normal
02/03/2022 04:30:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,3,Cubic Meters/Hour,Low
02/03/2022 04:30:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,0,MMBTU/Hour,Low
02/03/2022 04:30:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,0.02,Percent,Low
02/03/2022 04:45:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,2500,Barrels/Hour,Low
02/03/2022 04:45:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,63,Degrees Fahrenheit,Low
02/03/2022 04:45:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,600,Barrels/Hour,Low
02/03/2022 04:45:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,656,Degrees Fahrenheit,Low
02/03/2022 04:45:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,2300,Pounds/Hour,Low
02/03/2022 04:45:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,200,Cubic meters/Hour,Low
02/03/2022 04:45:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,400,RPM,Low
02/03/2022 04:45:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,52,Degrees Fahrenheit,Low
02/03/2022 04:45:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,69,Degrees Fahrenheit,Low
02/03/2022 04:45:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,285,Degrees Fahrenheit,Low
02/03/2022 04:45:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,0,MMBTU/Hour,Normal
02/03/2022 04:45:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,1,Cubic Meters/Hour,Low
02/03/2022 04:45:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,0,MMBTU/Hour,Low
02/03/2022 04:45:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,0.01,Percent,Low
02/03/2022 05:00:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,2300,Barrels/Hour,Low
02/03/2022 05:00:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,61,Degrees Fahrenheit,Low
02/03/2022 05:00:00,Crude Distillation Unit,CDU103,Bottom Product Flow Rate,550,Barrels/Hour,Low
02/03/2022 05:00:00,Crude Distillation Unit,CDU104,Bottom Product Temperature,654,Degrees Fahrenheit,Low
02/03/2022 05:00:00,Crude Distillation Unit,CDU105,Overhead Vapor Flow Rate,2100,Pounds/Hour,Low
02/03/2022 05:00:00,Crude Distillation Unit,CDU106,Furnace Fuel Gas Flow,190,Cubic meters/Hour,Low
02/03/2022 05:00:00,Crude Distillation Unit,CDU107,Furnace Air Blower Speed,380,RPM,Low
02/03/2022 05:00:00,Crude Distillation Unit,CDU108,Desalter Oil Outlet Temperature,49,Degrees Fahrenheit,Low
02/03/2022 05:00:00,Crude Distillation Unit,CDU109,Desalter Water Outlet Temperature,66,Degrees Fahrenheit,Low
02/03/2022 05:00:00,Crude Distillation Unit,CDU110,Preheat Train Outlet Temperature,280,Degrees Fahrenheit,Low
02/03/2022 05:00:00,Crude Distillation Unit,CDU111,Naphtha Reboiler Duty,0,MMBTU/Hour,Normal
02/03/2022 05:00:00,Crude Distillation Unit,CDU112,Kerosene Pumparound Flow,0,Cubic Meters/Hour,Low
02/03/2022 05:00:00,Crude Distillation Unit,CDU113,Diesel Reboiler Duty,0,MMBTU/Hour,Low
02/03/2022 05:00:00,Crude Distillation Unit,CDU114,Residue Column Bottoms Level,0,Percent,Low
02/03/2022 05:15:00,Crude Distillation Unit,CDU101,Crude Oil Flow Rate,2100,Barrels/Hour,Low
02/03/2022 05:15:00,Crude Distillation Unit,CDU102,Crude Oil Temperature,59,Degrees Fahrenheit,Low
